title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis
3923,Island,ACTION,"Inwan Youn,Kyungil Yang",SUNDAY,6,16616,9.07,64124,6552,ONGOING,True,"“I’ll offer you 50 million won for every demon you hunt down.” Jeju Island is swarming with demons out for human blood. When Won Miho, heiress of Daehan Group, finds herself at the mercy of one of these evil demons, she strikes a deal with serial killer, Van, to ensure her survival."
3922,Deadlife,ACTION,"Hooressha,Jinguk Lim",SUNDAY,6,44466,9.31,291920,32125,ONGOING,True,"Am I dead, or am I alive? After Seong-hun gets bitten by a zombie, he soon realizes that he hasn’t completely turned into one. Yes, his movements are slow, his urge to bite humans is strong, and his looks are completely different. But he remembers. He remembers the scent of his crush, he remembers how to read, and he remembers that he should protect his friends.
 
Unfortunately, the other intelligent zombies seem to disagree with the last bit...
"
3921,The Final Raid Boss,FANTASY,"KIM JANGHUN,HA SEONGSHIN,PARK SUBONG",WEDNESDAY,3,94324,8.98,320455,31955,ONGOING,False,"Daejang Gong, aka Raid Leader, used to be rank one in the world’s first VR RPG game Rou Online, but now he’s trapped in a game called Astrom as an NPC due to the evil scheming of an AI! Now, Daejang must find a way to escape this sick metaverse, but will he be able to outsmart artificial intelligence?"
3920,Regina Rena: To the Unforgiven,FANTASY,"Seol Dong-Won,NANA,kim youngji",TUESDAY,4,318140,9.72,1380369,161004,ONGOING,False,"Rena Rubel is a beautiful woman who has faced her share of hardships, as she was offered as a sacrifice by her own father, Marquis Rubel. She manages to survive and one day encounters a man named Lin, who belatedly discovers she is a powerful warrior who can hold her own. Rena gifts him with the elusive altar stone, and he promises to pay her back. They agree to meet again, and she continues to travel with her maid Yuni, seeking her father for his sins of the past. Can he be forgiven?"
3919,Love and Leashes,ROMANCE,Winter,FRIDAY,6,204540,8.36,3861018,309814,ONGOING,True,"Jihu has a secret kink and has finally met the master he’s been dreaming of. His co-worker, Ji-u, seems to think otherwise. Despite all the misunderstandings between them, will the two succeed in finding a balance between pleasure and pain, kink and love?"
3918,My In-Laws are Obsessed with Me ,FANTASY,"seungu,Han Yoon seol",SUNDAY,6,247629,9.77,1446174,176760,ONGOING,False,"Pereshati Jahardt is a count's daughter who got remarried after her mother’s passing. When her father died, he left her all his fortune. Then, Pereshati's greedy stepmother and stepsister conspire with Pereshati's lover to kill her. However, under mysterious circumstances, Pereshati is brought back to life and travels back in time before her murder. To buy some time before getting her revenge, Pereshati visits the handsome yet notorious grand duke, Therdeo Lapileon, to marry him. During her visit, she uncovers a horrifying secret of his family. How will Pereshati deal with it? Will she be able to take her revenge?"
3917,Manager Kim,ACTION,"Jeongjongtaek,Toy",SATURDAY,5,109591,9.79,488041,60977,ONGOING,False,"Single father, company manager, and former black-ops member, Mr. Kim lived an ordinary life until his daughter, Minji, went missing. After discovering his daughter could be dead, Mr. Kim turns merciless and sets out for information. He will rescue his daughter by any means necessary, even if it means destroying everything and everyone standing in his path."
3916,Eternals: The 500 Year War,SUPER_HERO,Marvel,FRIDAY,7,175482,7.3,846461,63645,COMPLETED,False,"An international, all-star creative team of writers and artists presents ETERNALS: THE 500 YEAR WAR! Follow the Eternals in their past encounters against the Deviants in this original 7 episode series! Learn how the Eternals interacted with different cultures of the human race across time, gifting humanity with cultural artifacts while also trying to keep them safe from the Deviant threat. It’s a battle that spans centuries, with the fate of the planet at stake!"
3915,I’m the Max-Level Newbie,ACTION,"SWING BAT,WAN.Z(redice studio),Maslow",SATURDAY,4,101756,8.87,610174,59053,ONGOING,True,"Kang Jinhyeok, a gaming streamer and content creator, is the only person who has cleared the game, [Tower of Trials]. However, as the game’s popularity declines, it becomes increasingly difficult for him to continue making a living as a content creator. Jinhyeok prepares to end his 11-year-long relationship with the game and say goodbye to his humble group of subscribers. But on that very day, the Tower of Trials appears in reality with a message saying that humanity will perish unless all players clear each floor within 90 days. Jinhyeok, who knows the game better than anyone, decides to use his knowledge to his advantage and dominate the tower. It’s time to show everyone what a hardcore gamer can do!
"
3913,Tomorrow,DRAMA,Llama,THURSDAY,5,61893,9.56,191960,23201,ONGOING,False,"Junwung, an unemployed college graduate, slips into a coma when he accidentally falls off of a bridge. While he's in a comatose state, he gets an offer from the crisis response team of the underworld company Flashback to temporarily join their team. If he accepts this offer, he could wake up early from the coma and even get rid of the karma from his past life that’s been holding him back from getting jobs! He’s got nothing better to do tomorrow, so it’s a beautiful day to save lives… with these grim reapers!!"
3911,Hwarang: Flower Knights of the Underworld,ACTION,"hwieum,striy",FRIDAY,5,80878,9.24,262596,31436,ONGOING,False,"Seventeen-year-old Junhwi Kang, who can see ghosts, loses his memory after an accident. After passing the grim reaper’s challenge to win another chance at life, he is thrust into the underworld to live as an intern Hwarang, or Flower Knight. Junhwi is assigned to partner up with Horan, a peace officer partner, as they take on a series of investigations under the supervision of Bihyeongrang. Magicians, monsters, and legendary figures come into play in the mythical underworld. But what will be revealed when Junhwi investigates the circumstances of his own fateful accident?"
3910,A DeadbEAT's Meal,SLICE_OF_LIFE,CHEESE,WEDNESDAY,5,102885,9.24,588794,74153,ONGOING,False,"What’s better than a good meal? My name’s Jaeho and I love food. While some may call me a deadbEAT because I don’t have a job at the moment, I’m just your normal happy guy who loves eating and my girlfriend of 7 years… That is until I got a breakup text yesterday… Where did things go wrong? I keep trying to look back through the years, but I just can't figure it out..."
3909,A Chance At Last,ROMANCE,"Dindon,Seo hye eun",WEDNESDAY,5,138405,9.81,641614,79132,ONGOING,False,"Sisters Ju-eun and Hyejin grew up in absolute poverty. After their mother’s death, Hyejin accepts the offer to join their estranged father’s wealthy family. But when Hyejin turns out dead just three years later, Ju-eun is grief-stricken. She grabs at the chance to travel back in time and take her sister’s place where she meets the kind but mysterious Iho."
3908,Daytime Star,DRAMA,"Chaeun,Godago",TUESDAY,5,124011,9.67,550485,71036,ONGOING,False,"A struggling, no-name actress of seven years, Yura Hwang. She barely lands a minor role in a movie that’s bound to be a success.
A celebrity’s celebrity, Seunghyeon Kang, keeps running into Yura, who always seems to be shedding tears every time he comes across her.
As these two reunite in the new movie, “Time,” will Yura finally seize the moment to make her name known? And will Seunghyeon figure out why he can’t get Yura out of his mind? Only time will tell.
"
3907,Psychic Studies,ACTION,PARK EUN HYUK,MONDAY,6,92806,8.51,476444,53885,ONGOING,False,"“You are getting very sleepy…” Chankyu Kim learns hypnosis from watching YouTube videos so that he would become popular amongst the girls at his school. However, things don’t go according to plan as he finds himself encountering repeated failures. He later meets mind reader Euijoo Yeo, who has extraordinary abilities just like he does. Their interesting but unfortunate story kicks off from there…"
3792,The Retreats,ACTION,"Hyungwook Shin,Sunhee Kim",SUNDAY,7,36235,9.05,150496,15647,ONGOING,False,"In the distant future, people live in abundance in the Retreats, a so-called Paradise on Earth. This prosperity is made possible at the expense of an impoverished underclass in the surrounding slums of Brine, who must either serve the citizens of the Retreats or fight in the dreaded Battlegrounds for a shot at becoming a Retreats citizen. For Brine resident John Canty, whose father and grandfather died in the Battlegrounds, the desire to rise to the Retreats seems like a hopeless pipedream. All that changes when his new job takes him into the Retreats and he encounters Edward, a boy who looks identical to his own son Gable…"
3791,Discovering Love: A Harlequin Romance Collection,ROMANCE,Various Artists,"MONDAY,THURSDAY",13,61218,8.98,344038,36348,ONGOING,False,"Is love ever where we expect it to be? Love has a way of bringing people together, no matter how different they might seem. Come along on this journey to discover the stories of unexpected pairs finding love in this anthology from Harlequin -- complete with dramatic reunions, off-limits relationships, and magic! It won’t be easy to overcome life’s complicated trials and tribulations, but love always finds a way back to the heart. "
3790,Secretary Out-of-Order,ROMANCE,"QuornQuorn,Parand",TUESDAY,9,352343,8.72,5313516,428409,ONGOING,False,"Yu-eun Gam, a very capable secretary, works at IREN under the relentless CEO, Dohyeok Chae. After getting fed up with Dohyeok’s ruthless workload and cruel behavior, she buys a lottery ticket out of impulse and wins. Full of hope for her future, she hands in a letter of resignation only to be rejected. "
3789,Our House,SLICE_OF_LIFE,"Jinha,Jin Jong Kyung",WEDNESDAY,10,77336,9.28,518592,72921,ONGOING,False,"Hana is the daughter of the owner of Four Seasons share house. When her parents leave to pursue their lifetime dream of traveling around the world, she’s left in charge of looking after the place. But this seemingly peaceful and harmonious share house never fails to surprise everyone with unexpected events. Will Hana be able to handle being in control?

"
3788,WEBTOON x BTS,FANTASY,WEBTOON,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",7,802006,9.73,9540116,1205391,ONGOING,False," “At that moment... I was drawn to an unknown force.” As we wait for the series premiere of 7FATES: CHAKHO, check out these teaser episodes that will drop each day for every member, starting on Christmas!"
3787,To Not Die,DRAMA,"Parae,Jinguk Lim",TUESDAY,9,123260,9.6,951435,97865,ONGOING,False,"Dajun is bullied every single day at school. Desperate, he believes taking his own life will end his torment but soon realizes it's not him who deserves to die... it's all the scumbags in this world. And when an incident with his bullies forces him to have to fend for himself on the streets, Dajun sets out for revenge. To do so, he’ll need to become strong. But he quickly learns that school bullies aren’t his greatest enemy… he’s now got bigger fish to fry. "
3786,THE STAR SEEKERS,FANTASY,HYBE,MONDAY,7,792971,9.84,2759842,362768,ONGOING,False,"It’s the age of magic; a world where magic idols prevail. In these extraordinary times, an ordinary idol group called Star One is suddenly gifted with magical powers. And with these magical powers, a mysterious enemy appears. The once unpopular idol group finds themselves tasked with saving the world. Will they be able to take on this enormous responsibility to restore peace?
THE STAR SEEKERS with TOMORROW X TOGETHER"
3785,DARK MOON: THE BLOOD ALTAR,FANTASY,HYBE,SUNDAY,7,1079226,9.85,7281033,654939,ONGOING,False,"Welcome to Riverfield, where the most popular boys at two rival schools happen to be vampires and werewolves. When a mysterious new student, Sooha, transfers to Riverfield, the rivals find themselves inexplicably drawn to her. As horrible incidents start to shake the town, the boys’ forgotten pasts slowly start to unravel… and their world turns upside down.
DARK MOON: THE BLOOD ALTAR with ENHYPEN"
3784,7FATES: CHAKHO,FANTASY,HYBE,SATURDAY,8,1442568,9.86,20321091,1244327,ONGOING,False,"In the corrupt city of Sin-si, Zeha suddenly wakes up in a hospital, unable to recall anything that happened after speaking with a mysterious man one night. He soon learns that strange beings called beom are wreaking havoc on the city. As destiny brings seven boys together, will they succeed in ending this fight, once and for all? Let the hunting begin!
WEBTOON x BTS"
3779,Murim RPG Simulation,ACTION,"Hyung Geun Cho,Kwang Hwi",FRIDAY,9,122791,9.48,1017680,94707,ONGOING,False,"A scout in the infamous Demon Cult, Seolhwi is on a routine patrol when his squad unexpectedly encounters a fearsome master of the Mount Hua Sect, the sworn enemies of the Demon Cult. Without warning, the Mount Hua Cult master slaughters the entire squad. As Seolhwi lies dying, lamenting years of service to the cult with nothing to show for it, he is suddenly faced with a video game prompt, asking if he would like to start again. Given the opportunity to start over and make different choices, Seolhwi vows to survive and become stronger so he can rise to the top of the Demon Cult."
3767,QUESTISM,FANTASY,"TAEWAN,YuNuni",WEDNESDAY,9,99527,9.48,797358,92127,ONGOING,False,"Gaming geek Suhyeon Kim hates school, and the dislike is mutual. Every day he faces relentless bullying from his classmates, leading him to wish his life was more like the RPG quest games he plays. Suhyeon’s wish is granted when a quest prompt pops up in real life with an easy quest and an enticing reward. With nothing to lose he takes the chance, and one quest soon leads to another. As the stakes get higher and the rewards get bigger, Suhyeon soon finds he’s gone from being an ostracized nobody to the top of the school. Just how far will Suhyeon take his quests, and how far will he fall if he refuses to participate?"
3766,100,ACTION,"Hyeong Eun,Yunyeol Choi",SUNDAY,7,106389,9.18,539944,53239,ONGOING,False,"Armed only with a gun and a frying pan, Hoyoung Cheon must survive Battlegrounds: a battle-royale style game with 100 participants, where there’s only one way to win: kill the 99 other players, all of them death-row convicts. Hoyoung has another objective besides survival, though -- he must find an assemblyman who was captured while investigating the game, and is now an unwilling participant. Can Hoyoung complete his mission on an island with 99 people willing to kill to survive, and emerge the last one standing?"
3765,Night of Silence,THRILLER,"Dongwoo Han,Q-Ha",SUNDAY,7,67353,9.04,279530,27317,ONGOING,False,"[PUBG UNIVERSE] When Leah finally returns to her small town after five years, she doesn’t find the warm welcome she’s expecting, as she opens the door to find her father’s corpse hanging from the ceiling. The police rule it a suicide, but the longer she stays in town, the more she suspects that it was anything but. In the middle of it all is a violent book her father was writing called Battlegrounds, which has half of its pages missing. But the townsfolk don’t appreciate Leah snooping around, and there’s no limit to what they’ll do to stop her from uncovering the truth."
3691,The RUNWAY,ROMANCE,"Domi,Nokdu,Hirachell",THURSDAY,13,390302,9.43,5280507,466210,ONGOING,False,"My one-night stand from Paris is my new boss?! 
Jian, an editor of the fashion magazine The Runway, impulsively leaves to Paris after finding out about her ex-fiance’s affair. She meets a mysterious, handsome, and somewhat cynical guy who helped her from pickpockets in Paris, and ends up having a one-night stand with him.
3 months later, she meets him again-at her office, as an elite new chief editor from France!
"
3690,The Lone Necromancer,FANTASY,"JJJ,KIM KYOUNG-YEOL,KIM DONG-JUN",SUNDAY,12,370101,9.69,5390058,532970,ONGOING,False,"Seongwu is a former special forces soldier who has returned to college after completing his national service. His ordinary life as a student is shattered during class one day when he and his fellow students are faced with a mysterious prompt asking them to “select a role.” Seongwu chooses the necromancer, a rare ability that grants him the power to control the undead. With the campus and outside world seemingly on the brink of collapse, Seongwu must use his newfound powers to battle fearsome monsters and help save his fellow students. But will they make it out alive?
"
3689,Bitten Contract,ROMANCE,sungeun,FRIDAY,13,350279,9.64,4182699,441434,ONGOING,False,"Who needs medicine when a vampire's bite can instantly make you feel better? Chae-i visibly suffers from a chronic headache, which has earned her a terrible reputation as an actress. When she happens to get a taste of relief after getting bitten by the top star, Ijun -- who turns out to be a vampire -- she asks him to continue biting her, but Ijun offers a contractual relationship instead. What is his motive? Will Chae-i find relief?"
3671,Return of the Mad Demon,HISTORICAL,"JP,Ihy,Yu jin sung",WEDNESDAY,13,196843,9.76,1865842,222882,ONGOING,False,"The Mad Demon, Jaha Lee, dreams of becoming the God of Martial Arts. Unfortunately, his dreams are dashed after he falls off a cliff while running from the Demonic Cult for stealing the Jade of Heaven. Yet this is not the end for Jaha -- he awakens from the fall to find himself back in his 20s. With his knowledge of the future and of martial arts, he now has a chance at revenge and at getting life right this time. Will he be able to fulfill his dream this time around, or is he doomed to face the same fate yet again?"
3670,Cierra,ROMANCE,"Rana,Moona",TUESDAY,13,297264,9.6,3158043,400440,ONGOING,False,"Cierra Elburke and Claude LeSpencer, both sharing backgrounds of illegitimacy, find refuge from the scorn of their family and society in each other’s arms. But when Cierra is forced to marry someone other than her beloved, she begs for another chance at life with a happier ending. Through the power of the “key” to the throne that is gifted by Claude, Cierra is given a chance to start over. Yet this time, she chooses to leave everything behind, including Claude, with hope for a better life. Has she made the right choice, or will this second chance prove more disastrous than her original fate?"
3669,Double Click,SPORTS,"KIM JANGHUN,PARK SUBONG,1991_corp",SATURDAY,13,176189,9.72,1922091,218803,ONGOING,False,"What happens when you lose the one thing that you were the best in the world at? Jiho Seong was once a top-ranked player in the online action game, One Sword. When the game eventually shuts down due to a lack of players, he loses all interest in competitive gaming. That is, until he finds out that his school has an e-sports club and discovers a popular team-based game called Sword Rush, which seems to be an exact copy of One Sword. With new teammates now by his side, Jiho takes another shot at rising to the top of the game! 
"
3666,Our Beloved Summer,ROMANCE,"Han Kyoung Chal,Lee Naeun",FRIDAY,13,315291,9.85,2918578,358088,ONGOING,False,"At Midsummer High, Yeonsu Guk is at the top of her class, while Wung Choi is ranked dead-last. And it’s not just their grades -- their personalities couldn’t be more different, as Yeonsu is a no-nonsense stickler and Wung is a care-free slacker. When a filmmaker comes to make a documentary about their school life over the course of a month, they’re not exactly thrilled to be spending so much time together. However, as the month goes on, they begin to discover each other’s hidden depths. At least one thing’s for certain -- they’ll never forget this summer!"
3665,"Sarah, I'm Sorry: Welcome to Our Galaxy",TIPTOON,"MiTi,GUGU",WEDNESDAY,6,126558,8.4,581902,71740,ONGOING,False,"What if those tragic events never happened?

What if no one was sick, no one had an accident, and everyone lived a normal campus life? If only there was a world just like Sarah’s wish...

When Sarah opens her window, another window appears, and she discovers a different world inside, a world with an exciting campus life that she had always dreamed about."
3648,Rewriting Extinction,COMEDY,Various Artists,FRIDAY,29,95323,9.72,1428420,257777,ONGOING,False,An anthology dedicated to saving as many species from extinction as humanly possible.
3600,Our Time,DRAMA,"seaweed candy,Leewol",FRIDAY,18,120600,9.71,1337916,210154,ONGOING,False,"After an unexpected accident, Mirae falls into a coma. But for some reason, she keeps waking up at a time when everyone else’s stops. With this miraculous power, she tries desperately to wake up from her coma and return to everyone else’s time.
Meanwhile, Mansu, a rebellious teenage boy with the ability to stop time, flicks his fingers daily to get away from family drama and troubles at school. However, he meets Mirae walking around in a time where everyone should be completely still.
Will Mansu be the key for Mirae to come back to our time?
"
3598,Hellbound,THRILLER,"Choi Gyuseok,Yeon Sangho",TUESDAY,18,195991,9.32,1685360,131125,ONGOING,False,"Repent, or face hell on Earth! In Seoul, apparitions have started appearing before those who have done wrong to notify them of when they will die. A new religious group explains these happenings as God condemning people to make them live more righteously. Detective Jin is assigned to investigate the latest incident, just as his wife’s murderer is scheduled to be released from prison."
3597,Reincarnated as an Unruly Heir,ACTION,"Jeon madu,zaemu,eunho",WEDNESDAY,17,163836,9.64,1885924,224707,ONGOING,False,"Once a rising martial arts master, Jagak Yang is known as the Ten Strike Finisher due to his ability to defeat any opponent within ten moves. Jagak is also the son of the leader of the Great Martial Alliance, an organization of virtuous martial arts sects. His future leadership over the martial arts world seems all but assured -- that is, until he is assassinated by jealous rivals! Jagak is reincarnated into the body of Cheonso Ma, the playboy second-in-command of the evil Shining Light Cult. Can Jagak remain true to his principles despite his new life on the dark side? "
3596,The Greatest Estate Developer,FANTASY,"Lee hyunmin,Kim Hyunsoo,BK_Moon",SUNDAY,17,208371,9.88,3010583,425416,ONGOING,False,"When civil engineering student Suho Kim falls asleep reading a fantasy novel, he wakes up as a character in the book! Suho is now in the body of Lloyd Frontera, a lazy noble who loves to drink, and whose family is in a mountain of debt. Using his engineering knowledge, Suho designs inventions to avert the terrible future that lies in wait for him. With the help of a giant hamster, a knight, and the world’s magic, can Suho dig his new family out of debt and build a better future?"
3595,Study Group,ACTION,"Hyungwuk Shin,Seungyeon Ryu",SUNDAY,18,323639,9.76,3745405,458078,ONGOING,False,"Nicknamed the “school for future criminals,” Yusung Technical High School isn’t exactly the ideal place to study. A rarity among his peers, Gamin is a student with just one goal: to get into university. At a school where it’s every man for himself, he is rejected from countless study groups before he decides to form his own. When Hankyeong, Gamin’s former tutor, joins his high school in hopes of earning her teacher certification, it seems like they’re both reaching for the impossible. Can they defeat the odds and achieve their dreams?

"
3593,The Earth's Chosen Savior,ACTION,"Shinel,Ha jung soo",FRIDAY,18,166268,9.25,1915932,211577,ONGOING,False,"The Earth has a message for all of its inhabitants: the world is ending in 42 days, and monsters will bring about the apocalypse. Game studio employee Jeong-u Park is selected by the Earth as someone who can save the planet, but he must first survive in a world where people are now killing each other for power. He also must compete with other saviors to retain his planet-saving abilities. As doomsday approaches, can Jeong-u become the savior the world needs?"
3591,Wished You Were Dead,DRAMA,"SEOCHEONG,ARAN,JINSEO,KIMAE",SATURDAY,18,476828,9.06,6870799,744049,ONGOING,False,"King Karloi of Croisen finds himself at odds with his position in life. His wife’s father, Duke Deluah, is angling for the throne, and as an outsider to the family, Karloi fears for his position. His frustrations have affected his marriage, though he finds himself questioning his cold approach to his wife, Evonne. He may no longer recognize her, but Evonne saved his life long ago, and was his first love. This is but one of many secrets Evonne bears the weight of, having fallen victim to a curse that prevents her from telling any secrets...
"
3581,Ultra-Alternate Character,ACTION,JIXKSEE,THURSDAY,18,188865,9.45,2509077,283584,ONGOING,False,"In Ergosphere Online, a VR MMORPG craze, Oreum Lee is harshly mocked by his party members for being a mediocre healer. Not only that, his teammates in the game bully him in real life at school. Oreum’s saving grace is his alternate character, a powerful Avenger class character that he plays with extraordinary skill. One day when Oreum logs out of the game, a glitch in the system imbues him with his alternate character’s abilities and forces him to fight against evil monsters from the in-game realm. Will Oreum survive the game world and his school life at the same time? "
3577,Flawed Almighty,SUPERNATURAL,"Carnby Kim,RH Song",MONDAY,19,203695,9.53,5594568,514335,ONGOING,False,"Do good or go to hell. The conditions of his new curse seem simple enough for once-hopeful hoodlum Jeonji Kim. Or so it seems when his perky guardian angel shows up on his doorstep one day and heals his limp. But will simply going through the motions of helping people be enough to appease a petty god with a grudge?
"
3525,Agatha,DRAMA,Dain Lee,FRIDAY,4,132877,8.94,2166113,306611,ONGOING,True,"Despite her title, Princess Agatha was a sweet and unassuming girl who lived with relatives away from the royal palace. When her father’s sudden death put her on the throne, she was happy to become the Queen Consort instead, letting her husband Halon rule as the King of Zerlasha. Little did she know that Halon would scheme behind her back, allying with the powerful Kingdom of Cavenia, an erstwhile enemy. With her country Zerlasha falling prey to corruption and crime, the time arrives for Agatha to step up as a true queen and leader. Will Queen Agatha take a stand against King Halon to save her country and protect her people?"
3515,Death: Rescheduled,THRILLER,Snailords,SATURDAY,13,575060,9.57,8889283,1038925,ONGOING,False,"Born into a world where everyone gets one murder a year, Kreyul learns at a younger age than most just how brutal this custom is. After the loss of his best friend, Kreyul swears to end this horrific practice forever. However, there are many who support the one-kill rule for their own reasons, so his journey to change the hearts and minds of the five districts won't be an easy one. "
3485,Floating in My Mind,SUPERNATURAL,hcy,WEDNESDAY,22,127701,9.53,1622857,248368,ONGOING,False,"One summer day, Sandeul returns to Garam’s small high school. Garam doesn’t really remember him, although they used to be friends when they were little. Sandeul is outgoing, handsome, and popular whereas Garam is a shy social outcast, ignored by all her classmates. However, that mundane summer changes when Garam finds out about Sandeul’s secret. And Garam will not be able to forget it, because Sandeul will keep floating in her mind...
"
3484,Perfect Marriage Revenge,ROMANCE,"Yibambe,so young,Jerryball",SUNDAY,22,562021,9.64,12181880,1290254,ONGOING,False,"Iju Han isn’t sure where her life went wrong. Once the heiress to a wealthy business magnate, she’s now an ordinary housewife whose main concerns are her nagging in-laws and household chores. Things take a much more tragic turn, however, when she finds her husband confessing his love to her stepsister. Devastated, she runs away, only to be hit by a car and killed. But when she opens her eyes, she finds that she’s awakened a year ago in the past, before her life went awry. Given a second chance at life, Iju vows revenge, determined to take back all that she’s lost."
3483,Laras's Heart,DRAMA,Tupaikidal,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",8,86696,9.08,1268879,140828,COMPLETED,True,"In this prequel to Maya’s World, we catch up with the characters Radi, Laras, Maya, Tara and others while they are still in high school. The series focuses on Radi and his invitation into PEDAL, a mysterious chat group devoted to asking out Laras, the most popular girl in school."
3480,R-X: RAYER HUNTER,SF,"Gyoc,Hanga",SUNDAY,22,88119,8.3,733245,70570,ONGOING,False,"Humanity has lost. By the end of World War Three, the R-virus has decimated 80% of the world’s population. To make matters worse, the virus transforms the infected into mindless monsters who crave human flesh, with some evolving into powerful beings with special powers called “Rayers”. The last remaining human settlements live in fear, their survival entirely dependent on the R-X, teenagers who have gained special abilities themselves through contact with Rayers. Wielding lethal weapons and supernatural abilities, the R-X fights to defend what little hope humanity has left."
3478,The Lone Spellcaster,FANTASY,"Minchoba,Chungcho",TUESDAY,18,277453,8.43,4169402,380093,ONGOING,False,"The world is under threat from interdimensional monsters, and only the chosen “Awakened” -- humans possessed of special powers -- can defeat them! Sure, it sounds exciting, but it’s a far cry from reality for ordinary office worker Dohyeok Park, who’s more worried about landing a big business deal that could save his job. That is, until one day when Dohyeok’s path crosses a monster outbreak, causing him to manifest his true powers as a rare and powerful form of Awakened. With his newfound abilities attracting eager allies and powerful enemies, will Dohyeok find that he has what it takes to survive?
"
3476,Mage Again,FANTASY,"Myoung rang,Sulmo",MONDAY,23,114698,9.71,1572305,218827,ONGOING,False,"Rangderkessel, the greatest mage of the land, sacrifices his life to seal the king of destruction, Persiadis, in six sacred relics. The relics are distributed among six different hands to be kept safe, and once again, peace is restored. However, when someone begins to collect the relics to resurrect the demon, Rangderkessel awakens from a 600-year slumber as the boy “Ranghae.”
"
3454,The Predator,THRILLER,"Chi Chi,Shin Heebin",SATURDAY,22,160851,9.47,2257981,250488,ONGOING,False,"Sangjin seems like your typical average joe working part-time at a convenience store. That is until you find out he lives with a human-eating monster. To keep the monster's appetite satisfied, he feeds the monster humans whom he deems to be trash of the world. One day, a girl named Jiwon, who believes the monster to be a god, decides to move in with the two. With the police closing in on Sangjin as the main suspect in the recent disappearances, how long will he be able to get away with this?"
3453,The Druid of Seoul Station,ACTION,"liveBear,Mun sung ho,Jin Seol woo",SUNDAY,23,328999,9.61,6423692,646042,ONGOING,False,"What started out as an ordinary day turned upside down when an unknown catastrophe struck Earth, transporting Suho Park to a different planet. He eventually learns how to adapt and fight for his survival in this foreign world, but one day, just as suddenly as he was sucked into this new planet, Suho is pulled back to Earth. He quickly learns that return to life as he remembers it is no longer possible, as Earth is in constant battle with monsters who’ve managed to infiltrate the planet. How will Suho fight against the monsters attacking Earth, and will he be able to survive this time with his current skills?"
3452,Fake Humans,THRILLER,"kim-badak,0-hwan2,Banyan",TUESDAY,22,123091,9.42,1247756,168079,ONGOING,False,"Having escaped her abusive mother, twenty-year-old Ji-a lives a modest life with her little sister, Su-a. When Su-a does not return from her field trip under sinister circumstances, Ji-a vows to do anything she can to get her sister back. As she and her high school friend Wonseung delve further into the mystery, they find that there might be a larger conspiracy under the surface -- a tangled web that includes a cult, a mystery, and powerful figures that might shake South Korea to its core."
3441,"66,666 Years: Advent of the Dark Mage",FANTASY,"PASA,TARU,Hwabong",WEDNESDAY,23,349051,9.76,5907231,743162,ONGOING,False,"Diablo Volpir, a powerful dark mage, was defeated and sealed away in a battle against the 12 gods. He finally wakes up from his sleep 66,666 years later, however, in the body of a newborn baby, Jamie Welton! 9 years later, with a fraction of power he once held and with the loving family and peaceful environment he is now surrounded by, Jamie plans to exact revenge against the 12 gods that had sealed him away.
"
3440,Chasing Tails,MYSTERY,BASHI,FRIDAY,22,203167,9.79,3459499,393224,ONGOING,False,"After nine college students are trapped under a collapsed building for 14 days, only six come out alive, and only four of them can speak. The dead bodies of their fellow students are viciously mangled, leading police to investigate the case as a possible homicide. Detective Lieutenants Jeongdo Kwon and Yeongchae Shin, together with renowned neuropsychiatrist Dr. Yeongwha Ju, must parse through witness testimony and inconclusive physical evidence to uncover the truth. But how do you solve a locked-room murder case when every witness is a suspect?"
3414,Clinic of Horrors,SUPERNATURAL,"Merryweather,PokuriMio","WEDNESDAY,SATURDAY",56,657120,9.58,37651517,3595859,ONGOING,False,"In a strange city, there is a clinic that will treat the victims of horrific diseases. For a price."
3413,Savior,FANTASY,"Junqi,Jo9",SUNDAY,26,179761,9.39,1911584,224529,ONGOING,False,"Wohn Ku is a vampire that needs human blood to survive. As a tenderhearted child, she led a tortured existence until a girl named Seyeon willingly became her steady blood source. Seyeon stood by Wohn throughout their school years, defending her from bullies. Fast forward to the present where they move in together ahead of their freshman year of college. Seyeon remains fiercely protective of her friend, but Wohn is ready for a fresh start. When a devoutly religious sophomore girl named Juyi showers her with kindness, Wohn emerges from her shell only to realize that Juyi had once been her father’s kidnapping victim, a potential blood source she had refused to bite. Juyi grows closer to Wohn without remembering the incident, fueling jealousy in Seyeon. Will Juyi prove to be a savior washing away Wohn’s guilt, or will she ruin a vampire’s dream of redemption?"
3412,The Male Lead's Girl Friend,ROMANCE,"KAKON,RYU HEON",MONDAY,27,252343,9.53,5371266,621767,ONGOING,False,"Waking up inside your favorite novel sounds like a dream come true. Unless you’re born as the hated villainess, that is. Our new, full-fledged Louise Sweeny must try to reinvent her character to dodge her doomed fate of being killed off at the end of the story. It seemed easy enough at first, but there’s one big problem. The story, which she knew like the back of her hand, has veered so far off course that she can’t predict what plot twists are coming next. Can she avoid getting in the way of the male and female leads’ romance to save herself from impending demise?"
